model,year,transmission,mileage,fuel type,engine size,price
 A1,2014.0,Manual,23000.0,Diesel,1.6,12450.0
 A1,2014.0,Manual,27260.0,Petrol,1.4,9782.0
 Focus,2017.0,Semi-Auto,10028.0,Petrol,1.0,13000.0
 A4,2017.0,Manual,35000.0,Petrol,2.0,17490.0
 Focus,2015.0,Manual,66990.0,Diesel,1.5,7810.0
 A1,2020.0,Manual,500.0,Petrol,1.0,18500.0
 C Class,2015.0,Semi-Auto,35464.0,30,2.1,13649.0
 Focus,2015.0,Manual,76216.0,11,1.0,6690.0
 Focus,2017.0,Manual,18866.0,Petrol,1.0,12270.0
 A4,2016.0,Semi-Auto,46899.0,Diesel,2.0,16050.0
 C Class,2018.0,Automatic,12298.0,Petrol,1.5,25990.0
 A1,2016.0,Manual,19807.0,Petrol,1.4,11271.0
 C Class,2019.0,Semi-Auto,12353.0,Diesel,2.0,25999.0
 Focus,2016.0,Manual,49173.0,Diesel,1.5,8298.0
 A7,2017.0,Semi-Auto,16236.0,Diesel,3.0,23990.0
 A1,2014.0,Manual,44202.0,Petrol,1.2,9790.0
 A3,2019.0,Manual,1809.0,Diesel,1.6,18400.0
 A1,2017.0,Manual,39125.0,Petrol,1.0,11500.0
 Focus,2018.0,Manual,15623.0,Petrol,1.0,12991.0
 C Class,2019.0,Semi-Auto,8315.0,Petrol,3.0,41949.0
 Focus,2019.0,Manual,8455.0,Petrol,2.3,24990.0
 Focus,2019.0,Automatic,16199.0,Petrol,1.0,16440.0
 Q3,2017.0,Manual,30949.0,Diesel,2.0,17990.0
 C Class,2016.0,Automatic,32719.0,27,1.6,17590.0
 A4,2016.0,Manual,33334.0,Diesel,2.0,17290.0
 Focus,2017.0,Manual,7199.0,Petrol,2.0,17750.0
 A1,2015.0,Manual,51395.0,Diesel,1.6,9999.0
 A4,2017.0,Manual,23905.0,Petrol,1.4,18698.0
 Focus,2017.0,Manual,15354.0,Petrol,0.999,9750.0
 Focus,2017.0,Manual,22730.0,26,2.0,16500.0
 A5,2019.0,Manual,815.0,Petrol,2.0,30970.0
 A4,2016.0,Manual,29398.0,Petrol,1.4,13698.0
 TT,2019.0,Automatic,51.0,Petrol,2.5,53990.0
 Focus,2018.0,Manual,25464.0,Petrol,1.0,11498.0
 A3,2016.0,Manual,29954.0,Petrol,1.0,12000.0
 Focus,2016.0,Manual,29705.0,14,1.0,10250.0
 Focus,2019.0,Manual,10552.0,Petrol,1.0,15645.0
 A3,2016.0,Automatic,16948.0,Diesel,1.6,13000.0
 A5,2014.0,Manual,44998.0,Petrol,1.8,11991.0
 Q5,2019.0,Semi-Auto,5291.0,Diesel,2.0,33094.0
 Q3,2017.0,Semi-Auto,29200.0,Petrol,2.0,22500.0
 Q2,2017.0,Manual,38484.0,Petrol,1.0,15995.0
 A1,2020.0,Automatic,1406.0,Petrol,1.5,28950.0
 Focus,2015.0,Manual,32258.0,26,2.0,13749.0
 Focus,2018.0,Manual,12655.0,Petrol,1.0,13997.0
 C Class,2017.0,Semi-Auto,69791.0,38,2.1,17973.0
 Focus,2019.0,Automatic,3095.0,Diesel,2.0,18700.0
 Focus,2019.0,Automatic,5016.0,Diesel,2.0,18550.0
 Focus,2017.0,Manual,20112.0,Petrol,2.0,18997.0
 Focus,2018.0,Manual,12726.0,Petrol,1.5,13498.0
 A3,2019.0,Semi-Auto,6000.0,Diesel,1.6,23900.0
 C Class,2015.0,Automatic,51245.0,37,2.143,13400.0
 A1,2017.0,Manual,35769.0,Petrol,1.4,13399.0
 A1,2019.0,Manual,5432.0,Petrol,1.0,19751.0
 Focus,2016.0,Manual,36500.0,Petrol,1.0,9200.0
 Focus,2019.0,Manual,3380.0,Petrol,1.0,15500.0
 Focus,2018.0,Manual,11589.0,Diesel,1.5,13000.0
 SQ7,2017.0,Automatic,30000.0,Diesel,4.0,51990.0
 C Class,2017.0,Manual,49365.0,32,2.143,19700.0
 Q7,2019.0,Automatic,11586.0,Diesel,3.0,51990.0
 Q5,2019.0,Automatic,5000.0,Diesel,2.0,35990.0
 Focus,2016.0,Manual,18560.0,Diesel,1.5,10660.0
 Focus,2009.0,Manual,80000.0,16,1.753,3690.0
 Focus,2015.0,Manual,29389.0,Diesel,1.5,9999.0
 Q2,2017.0,Semi-Auto,31000.0,Petrol,1.4,18327.0
 A1,2013.0,Manual,60000.0,Petrol,1.2,7667.0
 C Class,2016.0,Automatic,44617.0,Diesel,2.1,15999.0
 A4,2016.0,Semi-Auto,44603.0,Diesel,2.0,14998.0
 C Class,2019.0,Manual,2332.0,Petrol,1.6,21480.0
 A5,2012.0,Manual,66000.0,Diesel,2.0,10295.0
 C Class,2016.0,Semi-Auto,40197.0,39,2.0,18780.0
 A6,2019.0,Automatic,5950.0,Diesel,2.0,26450.0
 Focus,2019.0,Automatic,13895.0,Petrol,1.0,17500.0
 Q5,2019.0,Automatic,10.0,Diesel,2.0,45490.0
 Focus,2019.0,Automatic,6797.0,Petrol,1.5,20570.0
 A3,2016.0,Automatic,29047.0,Diesel,2.0,18990.0
 Focus,2015.0,Manual,10414.0,14,1.0,9400.0
 TT,2020.0,Semi-Auto,1000.0,Petrol,2.0,29000.0
 Focus,2017.0,Manual,33324.0,Diesel,1.5,10498.0
 Q3,2019.0,Manual,3055.0,Diesel,2.0,31995.0
 C Class,2015.0,Semi-Auto,37000.0,38,2.1,19990.0
 Q7,2016.0,Automatic,77818.0,Diesel,3.0,28990.0
 A1,2017.0,Manual,25220.0,Petrol,1.4,12495.0
 C Class,2019.0,Automatic,3000.0,Petrol,1.5,28995.0
 C Class,2017.0,Semi-Auto,63019.0,Diesel,2.1,17440.0
 Q8,2020.0,Automatic,1500.0,Diesel,3.0,63888.0
 Focus,2018.0,Manual,8980.0,Petrol,1.0,13990.0
 C Class,2019.0,Semi-Auto,2000.0,Diesel,2.0,33299.0
 Focus,2013.0,Manual,65824.0,11,1.6,5391.0
 A3,2015.0,Manual,40321.0,Diesel,2.0,13298.0
 Focus,2020.0,Manual,100.0,Petrol,1.0,18500.0
 Focus,2019.0,Manual,5342.0,Petrol,1.0,17520.0
 Focus,2019.0,Manual,10648.0,Petrol,1.0,15200.0
 Focus,2014.0,Manual,40412.0,14,1.0,7250.0
 A1,2019.0,Semi-Auto,6000.0,Petrol,1.5,23290.0
 C Class,2019.0,Automatic,14696.0,Diesel,2.0,26490.0
 C Class,2017.0,Automatic,16087.0,37,2.143,20200.0
 Focus,2017.0,Manual,15378.0,11,1.0,11498.0
 Focus,2017.0,Automatic,9137.0,Petrol,1.0,14000.0
 C Class,2014.0,Semi-Auto,39173.0,46,2.1,11149.0
 C Class,2019.0,Automatic,152.0,Petrol,4.0,59950.0
 A1,2015.0,Manual,62500.0,Diesel,1.6,9450.0
 A3,2019.0,Semi-Auto,6039.0,Petrol,2.0,25995.0
 A3,2016.0,Manual,22288.0,Petrol,1.0,14700.0
 Focus,2016.0,Semi-Auto,36325.0,Petrol,1.0,8495.0
 C Class,2017.0,Automatic,29489.0,Diesel,2.1,15995.0
 A3,2016.0,Manual,18432.0,Petrol,1.4,17498.0
 C Class,2019.0,Automatic,151.0,Diesel,2.0,30990.0
 A6,2020.0,Automatic,2234.0,Petrol,2.0,37999.0
 A5,2019.0,Manual,7951.0,Diesel,2.0,24992.0
 Focus,2017.0,Automatic,30452.0,Petrol,1.0,11495.0
 C Class,2019.0,Semi-Auto,4010.0,Diesel,2.0,30500.0
 Q3,2017.0,Manual,33666.0,Petrol,1.4,18990.0
 Q2,2019.0,Manual,2916.0,Diesel,1.6,20000.0
 C Class,2017.0,Manual,16946.0,Petrol,2.0,16189.0
 Q7,2018.0,Semi-Auto,25062.0,Diesel,4.0,62790.0
 A4,2016.0,Manual,28669.0,Diesel,2.0,16499.0
 A4,2017.0,Semi-Auto,75882.0,Diesel,3.0,16725.0
 A3,2016.0,Manual,26991.0,Diesel,2.0,16000.0
 A3,2014.0,Automatic,44880.0,Petrol,1.4,10799.0
 A5,2014.0,Semi-Auto,52140.0,Diesel,2.0,13350.0
 A1,2017.0,Manual,25552.0,Petrol,1.4,13995.0
 Focus,2016.0,Manual,13400.0,36,2.0,15877.0
 A3,2019.0,Manual,5000.0,Diesel,1.6,18000.0
 A3,2016.0,Manual,21114.0,Petrol,1.0,13490.0
 A1,2017.0,Manual,50095.0,Diesel,1.6,9790.0
 C Class,2019.0,Semi-Auto,5766.0,Diesel,2.0,29699.0
 Focus,2019.0,Manual,13240.0,Petrol,1.0,16400.0
 Focus,2018.0,Manual,13847.0,Petrol,1.0,25998.0
 A6,2017.0,Semi-Auto,34907.0,Diesel,3.0,28450.0
 Focus,2017.0,Manual,18000.0,40,2.261,24990.0
 Focus,2019.0,Manual,13257.0,Petrol,1.0,14695.0
 Focus,2019.0,Manual,3273.0,Petrol,1.0,14590.0
 Q3,2020.0,Manual,6840.0,Petrol,1.5,29980.0
 Focus,2015.0,Manual,65000.0,Diesel,1.5,8000.0
 SQ5,2020.0,Automatic,1500.0,Diesel,0.0,56450.0
 A3,2017.0,Automatic,37399.0,Diesel,1.6,13195.0
 A3,2019.0,Manual,2442.0,Diesel,1.6,21900.0
 A6,2012.0,Automatic,103160.0,Diesel,2.0,7995.0
 Focus,2019.0,Manual,6682.0,Petrol,1.0,17991.0
 Q2,2019.0,Semi-Auto,4000.0,Petrol,1.5,21995.0
 A1,2015.0,Manual,28456.0,Petrol,1.4,12698.0
 A3,2019.0,Semi-Auto,2000.0,Petrol,2.0,34000.0
 A3,2020.0,Manual,5015.0,Diesel,1.6,21970.0
 A5,2019.0,Semi-Auto,5394.0,Petrol,2.0,28000.0
 Q2,2017.0,Semi-Auto,28943.0,Diesel,2.0,21990.0
 Focus,2015.0,Manual,41599.0,Petrol,2.0,13000.0
 C Class,2016.0,Semi-Auto,25250.0,38,2.0,18790.0
 A6,2019.0,Automatic,6000.0,Diesel,2.0,32000.0
 Focus,2018.0,Manual,9022.0,Petrol,1.0,12900.0
 Focus,2018.0,Manual,21931.0,Petrol,2.0,16900.0
 A1,2015.0,Manual,31478.0,Diesel,1.6,9470.0
 C Class,2017.0,Automatic,15958.0,Petrol,3.0,27526.0
 Focus,2019.0,Manual,13762.0,Petrol,1.0,15335.0
 C Class,2019.0,Semi-Auto,10000.0,Diesel,1.6,25000.0
 Q3,2016.0,Manual,12612.0,Diesel,2.0,15698.0
 Q3,2017.0,Automatic,47482.0,Petrol,1.4,16000.0
 C Class,2019.0,Semi-Auto,14640.0,Diesel,2.0,21290.0
 A6,2015.0,Manual,78120.0,Diesel,2.0,10795.0
 Q5,2015.0,Semi-Auto,28977.0,Diesel,2.0,21995.0
 C Class,2017.0,Automatic,58304.0,Diesel,2.1,18900.0
 C Class,2016.0,Automatic,52749.0,37,2.143,17500.0
 A1,2019.0,Semi-Auto,7500.0,Petrol,2.0,22000.0
 Focus,2018.0,Manual,9328.0,Petrol,1.0,13998.0
 A5,2013.0,Automatic,69410.0,Diesel,2.0,12795.0
 Focus,2011.0,Manual,63000.0,16,1.6,5450.0
 TT,2015.0,Manual,65789.0,Petrol,2.0,17995.0
 Q5,2013.0,Semi-Auto,48282.0,Diesel,3.0,21998.0
 Focus,2017.1490190205182,Manual,7116.0,14,1.0,12495.0
 Focus,2017.0,Manual,63686.0,22,2.0,11490.0
 C Class,2013.0,Automatic,68000.0,40,2.143,9490.0
 Focus,2018.0,Manual,12690.0,Petrol,1.0,16625.0
 Focus,2018.0,Manual,20275.0,Diesel,1.5,13290.0
 Focus,2016.0,Manual,32316.0,Petrol,1.0,9910.0
 C Class,2018.0,Automatic,19500.0,Petrol,3.0,34990.0
 Q3,2019.0,Manual,6185.0,Petrol,1.5,25000.0
 A3,2015.0,Manual,71335.0,Diesel,1.6,9595.0
 C Class,2019.0,Semi-Auto,3780.0,Petrol,2.0,27199.0
 C Class,2016.0,Automatic,80195.0,Diesel,2.1,14999.0
 C Class,2019.0,Semi-Auto,4000.0,Petrol,1.5,28700.0
 Focus,2017.0,Manual,29492.0,Diesel,1.5,11298.0
 Focus,2016.0,Manual,47577.0,Diesel,1.5,8798.0
 Q2,2019.0,Manual,6453.0,Diesel,1.6,19790.0
 C Class,2017.0,Semi-Auto,29909.0,Diesel,2.1,22980.0
 C Class,2017.0,Semi-Auto,19750.0,Diesel,2.1,20995.0
 C Class,2019.0,Semi-Auto,15275.0,Petrol,1.5,24940.0
 A6,2017.0,Automatic,28685.0,Diesel,3.0,21950.0
 A4,2015.0,Semi-Auto,34906.0,Diesel,3.0,17995.0
 A6,2018.0,Semi-Auto,21457.0,Diesel,3.0,29200.0
 Q3,2019.0,Manual,7419.0,Diesel,2.0,26888.0
 Focus,2019.0,Automatic,4147.0,Diesel,2.0,17999.0
 Focus,2019.0,Automatic,906.0,Petrol,1.0,17799.0
 C Class,2017.0,Automatic,35649.0,32,2.1,18999.0
 A5,2016.0,Semi-Auto,27385.0,Petrol,3.0,21998.0
 Q2,2017.0,Manual,24755.0,Petrol,1.4,18495.0
 Q5,2019.0,Semi-Auto,10.0,Petrol,2.0,35498.0
 A3,2015.0,Manual,27376.0,Diesel,1.6,14278.0
 A3,2015.0,Manual,12119.0,Diesel,2.0,12995.0
 A4,2014.0,Semi-Auto,48500.0,Diesel,2.0,10995.0
 C Class,2019.0,Semi-Auto,10218.0,Petrol,1.5,23410.0
 C Class,2020.0,Semi-Auto,9.0,Diesel,2.0,31480.0
 A3,2017.0,Semi-Auto,25335.0,Petrol,1.4,17990.0
 Q2,2019.0,Semi-Auto,1947.0,Diesel,1.6,25354.0
 C Class,2017.0,Automatic,17324.0,Diesel,2.1,20599.0
 Focus,2017.0,Manual,22409.0,Petrol,1.0,9991.0
 Focus,2019.0,Manual,4398.0,Petrol,1.0,14530.0
 Q7,2016.0,Automatic,60569.0,Diesel,3.0,27057.0
 C Class,2017.0,Semi-Auto,27829.0,Diesel,2.1,19999.0
 Focus,2019.0,Automatic,4483.0,Petrol,1.5,20320.0
 Focus,2015.0,Manual,10974.0,11,0.999,10490.0
 C Class,2019.0,Semi-Auto,5453.0,Petrol,1.5,24980.0
 Focus,2019.0,Manual,8292.0,Petrol,1.0,15470.0
 C Class,2019.0,Semi-Auto,3144.0,Diesel,2.0,31000.0
 Q2,2018.0,Manual,17728.0,Petrol,1.4,18000.0
 C Class,2019.0,Semi-Auto,11761.0,Petrol,1.5,20149.0
 C Class,2017.0,Semi-Auto,16291.0,Petrol,2.0,17998.0
 A4,2017.0,Manual,40133.0,Diesel,2.0,17995.0
 Q2,2018.0,Manual,4525.0,Diesel,1.6,19990.0
 C Class,2019.0,Automatic,3498.0,Diesel,2.0,36991.0
 A4,2020.0,Semi-Auto,3000.0,Petrol,2.0,30995.0
 Q2,2018.0,Manual,18887.0,Petrol,1.4,17250.0
 Q3,2016.0,Semi-Auto,30366.0,Diesel,2.0,18499.0
 A1,2014.0,Manual,26141.0,Petrol,1.4,11995.0
 C Class,2019.0,Semi-Auto,14742.0,Diesel,2.0,27980.0
 A4,2015.0,Manual,36786.0,Diesel,2.0,15490.0
 A5,2016.0,Manual,41497.0,Diesel,2.0,16995.0
 A1,2015.0,Manual,34616.0,Diesel,1.6,10716.0
 C Class,2019.0,Semi-Auto,5116.0,Diesel,2.0,28998.0
 A3,2016.0,Manual,11369.0,Diesel,2.0,16500.0
 Q2,2017.0,Semi-Auto,10000.0,Diesel,2.0,20495.0
 Focus,2015.0,Manual,65000.0,Diesel,1.5,8000.0
 A1,2017.0,Semi-Auto,28402.0,Diesel,1.6,16490.0
 C Class,2019.0,Semi-Auto,3402.0,Petrol,1.5,30980.0
 C Class,2017.0,Automatic,10951.0,Hybrid,2.143,20980.0
 Q5,2019.0,Automatic,10.0,Diesel,2.0,36991.0
 Q3,2017.0,Semi-Auto,38235.0,Diesel,2.0,19490.0
 Q3,2016.0,Manual,31075.0,Diesel,2.0,15750.0
 Focus,2017.0,Manual,26411.0,Diesel,1.5,11610.0
 A6,2019.0,Automatic,7000.0,Diesel,2.0,30500.0
 A3,2016.0,Manual,29563.0,Diesel,2.0,15800.0
 A1,2016.0,Manual,30000.0,Diesel,1.6,10999.0
 A4,2019.0,Semi-Auto,5505.0,Diesel,3.0,43990.0
 Q3,2017.0,Automatic,18000.0,Petrol,2.0,22000.0
 RS4,2014.0,Automatic,61892.0,Petrol,4.2,23491.0
 A3,2016.0,Automatic,26059.0,Petrol,1.4,16800.0
 Focus,2019.0,Automatic,6501.0,Petrol,1.5,21450.0
 A4,2018.0,Semi-Auto,19299.0,Diesel,2.0,25490.0
 C Class,2016.0,Automatic,70000.0,Diesel,2.1,16450.0
 A4,2017.0,Manual,28078.0,Petrol,1.4,17699.0
 Focus,2017.0,Semi-Auto,12739.0,12,1.0,11950.0
 Focus,2016.0,Manual,25625.0,Diesel,1.5,9599.0
 Q3,2017.0,Manual,15449.0,Petrol,1.4,19998.0
 Q2,2018.0,Manual,18254.0,Diesel,1.6,19450.0
 Focus,2018.0,Manual,9000.0,24,2.0,17060.0
 Focus,2018.0,Manual,16819.0,Petrol,1.0,12499.0
 C Class,2017.0,Semi-Auto,2800.0,Petrol,2.0,25999.0
 A4,2019.0,Manual,2500.0,Petrol,2.0,24990.0
 Q3,2017.0,Automatic,13619.0,Petrol,1.4,21990.0
 C Class,2015.0,Semi-Auto,25230.0,31,2.1,16592.0
 A3,2015.0,Manual,99280.0,Diesel,2.0,10000.0
 Focus,2019.0,Manual,9824.0,Petrol,1.0,14310.0
 C Class,2019.0,Semi-Auto,4616.0,Diesel,2.0,29980.0
 C Class,2010.0,Automatic,90000.0,29,2.143,5975.0
 A3,2019.0,Semi-Auto,3189.0,Petrol,1.5,22500.0
 Q3,2017.0,Automatic,31616.0,Petrol,1.4,17500.0
 Focus,2018.0,Manual,6421.0,Petrol,1.0,11250.0
 A3,2019.0,Semi-Auto,3375.0,Petrol,2.0,32400.0
 Focus,2019.0,Manual,1864.0,Petrol,0.999,17700.0
 Q3,2019.0,Automatic,10.0,Petrol,1.5,33990.0
 A3,2016.0,Semi-Auto,26054.0,Petrol,1.4,17798.0
 A1,2019.0,Semi-Auto,5844.0,Petrol,2.0,21445.0
 A4,2018.0,Automatic,5352.0,Petrol,2.0,23990.0
 Q3,2016.0,Manual,21682.0,Petrol,1.4,16999.0
 Q3,2020.0,Automatic,1500.0,Petrol,0.0,32444.0
 A5,2013.0,Manual,28125.0,Diesel,2.0,13841.0
 A1,2014.0,Manual,40000.0,Petrol,1.4,8999.0
 C Class,2020.0,Semi-Auto,4501.0,Diesel,1.6,28220.0
 C Class,2019.0,Automatic,7311.0,Petrol,2.0,30000.0
 Q3,2020.0,Semi-Auto,4500.0,Diesel,2.0,36850.0
 Focus,2017.0,Manual,60879.0,24,2.0,13295.0
 Q7,2019.0,Semi-Auto,4236.0,Diesel,3.0,50414.0
 A5,2015.0,Automatic,43811.0,Diesel,2.0,12990.0
 Q5,2017.0,Automatic,22040.0,Diesel,2.0,27000.0
 Q7,2019.0,Automatic,100.0,Diesel,3.0,45990.0
 Focus,2017.0,Manual,16790.0,Diesel,1.5,12800.0
 A3,2017.0,Semi-Auto,25624.0,Petrol,2.0,22991.0
 C Class,2016.0,Semi-Auto,9443.0,Petrol,2.0,22991.0
 A3,2019.0,Manual,9946.0,Petrol,1.5,22490.0
 C Class,2018.0,Automatic,7318.0,Petrol,1.5,23449.0
 C Class,2017.0,Automatic,20000.0,Diesel,2.1,17490.0
 Focus,2016.0,Automatic,19823.0,Petrol,1.5,12697.0
 A5,2015.0,Automatic,43828.0,Diesel,2.0,16990.0
 A5,2020.0,Semi-Auto,6000.0,Petrol,2.0,33990.0
 Focus,2018.0,Manual,11033.0,Petrol,1.0,14600.0
 Focus,2017.0,Semi-Auto,8881.0,12,1.0,12790.0
 C Class,2020.0,Semi-Auto,99.0,Diesel,2.0,29990.0
 A1,2016.0,Manual,25103.0,Petrol,1.0,12490.0
 Focus,2016.0,Manual,38638.0,Diesel,1.5,10100.0
 Focus,2019.0,Manual,4928.0,Diesel,1.5,17199.0
 Focus,2019.0,Manual,8000.0,Petrol,1.0,15590.0
 C Class,2019.0,Semi-Auto,3560.0,Petrol,3.0,39995.0
 Focus,2016.0,Manual,32041.0,16,1.5,9399.0
 C Class,2019.0,Semi-Auto,13938.0,Petrol,1.5,19849.0
 RS4,2020.0,Semi-Auto,2000.0,Petrol,2.9,69950.0
 Focus,2018.0,Manual,13159.0,Petrol,1.0,11691.0
 A3,2016.0,Manual,82023.0,Diesel,1.6,12199.0
 Focus,2017.0,Manual,21224.0,14,1.0,10750.0
 Q2,2017.0,Semi-Auto,18355.0,Diesel,1.6,19995.0
 Q5,2015.0,Semi-Auto,35520.0,Diesel,3.0,23998.0
 Q2,2019.0,Manual,5786.0,Petrol,1.5,22950.0
 Focus,2019.0,Manual,14146.0,Petrol,1.5,17000.0
 Focus,2017.0,Semi-Auto,23361.0,12,1.0,11498.0
 Q2,2019.0,Semi-Auto,1427.0,Petrol,1.5,27450.0
 Focus,2017.0,Manual,17981.0,24,2.0,15187.0
 Q5,2019.0,Automatic,5000.0,Diesel,2.0,33490.0
 Q3,2019.0,Automatic,14430.0,Petrol,2.0,29000.0
 C Class,2015.0,Semi-Auto,43883.0,Diesel,2.1,16998.0
 Q5,2019.0,Semi-Auto,2712.0,Diesel,2.0,37995.0
 Q2,2019.0,Manual,741.0,Diesel,1.6,20000.0
 Q3,2019.0,Automatic,9589.0,Petrol,2.0,31516.0
 Q5,2014.0,Manual,16675.0,Diesel,2.0,18995.0
 A5,2018.0,Automatic,11500.0,Diesel,2.0,25500.0
 RS4,2018.0,Semi-Auto,13896.0,Petrol,2.9,54950.0
 Q5,2016.0,Semi-Auto,31267.0,Diesel,3.0,32900.0
 A3,2016.0,Manual,42395.0,Petrol,1.4,15990.0
 C Class,2019.0,Semi-Auto,4279.0,Diesel,2.0,29699.0
 Focus,2019.0,Manual,7864.0,Petrol,1.0,16640.0
 Focus,2018.0,Manual,21364.0,Petrol,1.0,12691.0
 A4,2015.0,Manual,34214.0,Diesel,2.0,11559.0
 A6,2016.0,Semi-Auto,62000.0,Diesel,2.0,17498.0
 A1,2016.0,Manual,48297.0,Diesel,1.6,9499.0
 A3,2017.0,Manual,21000.0,Petrol,1.5,15450.0
 Focus,2015.0,Manual,59451.0,Diesel,1.5,8295.0
 Q2,2020.0,Semi-Auto,1545.0,Petrol,1.5,26900.0
 Q5,2019.0,Semi-Auto,4125.0,Diesel,2.0,36995.0
 A6,2016.0,Automatic,36203.0,Diesel,2.0,16500.0
 A3,2017.0,Semi-Auto,49524.0,Petrol,1.4,17875.0
 Q5,2016.0,Manual,24490.0,Diesel,2.0,20771.0
 Focus,2019.0,Manual,11365.0,Petrol,1.0,14990.0
 A1,2018.0,Semi-Auto,4712.0,Petrol,1.4,17490.0
 A6,2012.0,Automatic,54373.0,Diesel,3.0,12999.0
 Q3,2019.0,Manual,3525.0,Petrol,1.5,24950.0
 Focus,2019.0,Automatic,95.0,Petrol,1.0,17999.0
 Q5,2016.0,Automatic,36358.0,Diesel,2.0,20499.0
 A4,2016.0,Semi-Auto,36780.0,Diesel,2.0,17400.0
 A3,2009.0,Manual,90356.0,Petrol,1.6,3495.0
 C Class,2012.0,Automatic,91000.0,34,2.143,8990.0
 C Class,2018.0,Semi-Auto,8793.0,Diesel,2.0,26395.0
 A6,2016.0,Semi-Auto,73090.0,Diesel,3.0,23782.0
 Focus,2018.0,Manual,14794.0,Diesel,1.5,15995.0
 C Class,2013.0,Semi-Auto,43442.0,45,6.2,23000.0
 A5,2011.0,Manual,44000.0,Diesel,2.0,10995.0
 Focus,2017.0,Manual,16286.0,Petrol,1.0,12699.0
 C Class,2016.0,Semi-Auto,41000.0,Diesel,2.1,16695.0
 A1,2015.0,Manual,44500.0,Diesel,1.6,11295.0
 Q3,2019.0,Automatic,4500.0,Petrol,2.0,31990.0
 Focus,2012.0,Manual,54750.0,35,2.0,9799.0
 A8,2017.0,Automatic,1420.0,Diesel,3.0,38985.0
 Q3,2017.0,Manual,28105.0,Diesel,2.0,16600.0
 A3,2017.0,Manual,42101.0,Diesel,1.6,17995.0
 A4,2020.0,Automatic,1000.0,Diesel,3.0,52000.0
 A6,2017.0,Semi-Auto,34300.0,Diesel,2.0,24990.0
 Focus,2018.0,Manual,8724.0,Diesel,1.499,16289.0
 Q5,2019.0,Semi-Auto,3258.0,Diesel,2.0,35900.0
 S3,2014.0,Semi-Auto,63000.0,Petrol,2.0,17500.0
 Focus,2017.0,Manual,24951.0,Diesel,1.5,10000.0
 A4,2019.0,Automatic,3250.0,Petrol,2.0,27990.0
 Q3,2015.0,Manual,27556.0,Diesel,2.0,17130.0
 A1,2013.0,Manual,53529.0,Petrol,1.4,8998.0
 Q2,2020.0,Manual,1500.0,Petrol,1.0,24888.0
 A1,2015.0,Manual,46526.0,Petrol,1.0,9499.0
 Q2,2020.0,Manual,4000.0,Petrol,1.5,23888.0
 Focus,2015.0,Manual,13234.0,15,1.6,9899.0
 C Class,2019.0,Automatic,386.0,Petrol,1.5,27299.0
 Focus,2017.0,Manual,22936.0,14,1.0,10752.0
 C Class,2019.0,Automatic,5072.0,Petrol,4.0,52000.0
 Focus,2013.0,Manual,64292.0,15,1.6,5698.0
 A5,2019.0,Manual,7961.0,Diesel,2.0,24991.0
 A4,2017.0,Manual,14068.0,Petrol,1.4,17000.0
 SQ7,2017.0,Automatic,28000.0,Diesel,4.0,46950.0
 Q3,2019.0,Semi-Auto,4444.0,Diesel,2.0,32500.0
 A1,2020.0,Manual,4000.0,Petrol,1.0,19490.0
 A4,2018.0,Semi-Auto,41200.0,Diesel,2.0,20995.0
 Q5,2016.0,Semi-Auto,43316.0,Diesel,2.0,19600.0
 Focus,2014.0,Manual,44081.0,11,1.0,6780.0
 C Class,2016.0,Semi-Auto,29607.0,25,1.6,17902.0
 Focus,2019.0,Automatic,12029.0,Petrol,1.0,16298.0
 A3,2019.0,Semi-Auto,2621.0,Diesel,2.0,24991.0
 A3,2017.0,Manual,29994.0,Diesel,2.0,17000.0
 C Class,2016.0,Automatic,32743.0,Hybrid,1.991,19000.0
 Q3,2019.0,Manual,6500.0,Diesel,2.0,28888.0
 C Class,2016.0,Automatic,41614.0,37,2.1,15999.0
 Focus,2015.0,Semi-Auto,32407.0,14,1.6,8662.0
 C Class,2019.0,Semi-Auto,8559.0,Diesel,2.0,29749.0
 A1,2017.0,Manual,16000.0,Petrol,1.4,12495.0
 A3,2016.0,Manual,17045.0,Petrol,2.0,22950.0
 C Class,2019.0,Semi-Auto,14380.0,Petrol,1.5,19799.0
 C Class,2019.0,Automatic,8024.0,Petrol,1.595,26998.0
 C Class,2016.0,Automatic,25042.0,38,2.1,19328.0
 Focus,2017.0,Manual,26587.0,26,2.0,17495.0
 C Class,2019.0,Automatic,15707.0,Diesel,2.0,29444.0
 C Class,2015.0,Semi-Auto,32786.0,30,2.1,12880.0
 Focus,2017.0,Automatic,13800.0,Petrol,1.5,12891.0
 C Class,2019.0,Automatic,16281.0,Petrol,1.5,25446.0
 C Class,2019.0,Semi-Auto,34.0,Petrol,1.5,29480.0
 Focus,2015.0,Manual,48000.0,Diesel,1.5,8699.0
 Q2,2017.0,Semi-Auto,19001.0,Diesel,2.0,19991.0
 Q3,2017.0,Manual,20482.0,Diesel,2.0,16671.0
 C Class,2017.0,Semi-Auto,21750.0,32,2.1,22852.0
 Focus,2015.0,Manual,70672.0,Diesel,1.5,7050.0
 A5,2019.0,Manual,6000.0,Petrol,2.0,31990.0
 Q3,2015.0,Semi-Auto,40256.0,Diesel,2.0,17498.0
 C Class,2015.0,Automatic,40005.0,Diesel,2.1,12000.0
 Focus,2018.0,Manual,23047.0,Petrol,1.0,13495.0
 A3,2016.0,Semi-Auto,22499.0,Petrol,2.0,23482.0
