model,year,transmission,mileage,fuel type,engine size,price
 A3,2016.0,Manual,38670.0,Diesel,2.0,15714.0
 C Class,2012.0,Automatic,54000.0,34,2.143,8490.0
 Focus,2016.0,Manual,31685.0,Diesel,1.5,9298.0
 TT,2017.0,Manual,23641.0,Petrol,1.8,16484.0
 Q7,2017.0,Semi-Auto,31800.0,Diesel,4.0,45450.0
 A4,2016.0,Manual,45907.0,Diesel,2.0,15800.0
 C Class,2017.0,Automatic,21149.0,38,2.1,21535.0
 A4,2014.0,Automatic,57800.0,Diesel,2.0,9750.0
 Focus,2009.0,Manual,44482.0,38,2.5,21500.0
 Focus,2017.0,Manual,28434.0,Diesel,1.5,10998.0
 A1,2016.0,Manual,24918.0,Petrol,1.0,11995.0
 Q2,2019.0,Manual,8752.0,Petrol,1.5,22490.0
 Focus,2016.0,Manual,34297.0,Diesel,1.5,10000.0
 Focus,2018.0,Manual,30753.0,Petrol,1.0,10500.0
 Focus,2017.0,Semi-Auto,27328.0,12,1.0,10995.0
 Focus,2016.0,Manual,48000.0,Diesel,1.5,9995.0
 C Class,2019.0,Automatic,4001.0,Diesel,2.0,28450.0
 A5,2017.0,Semi-Auto,15900.0,Diesel,2.0,21465.0
 Q7,2019.0,Automatic,10210.0,Diesel,3.0,43244.0
 C Class,2019.0,Semi-Auto,1758.0,Petrol,1.5,26999.0
 C Class,2016.0,Semi-Auto,69564.0,Diesel,2.1,16452.0
 Focus,2018.0,Manual,21289.0,14,1.0,11491.0
 Q5,2010.0,Manual,77295.0,Diesel,2.0,9299.0
 A3,2019.0,Automatic,6000.0,Diesel,1.6,26663.0
 Focus,2015.0,Manual,65273.0,Diesel,1.5,8490.0
 Focus,2016.0,Manual,27638.0,11,1.0,8700.0
 Focus,2017.0,Manual,19686.0,Petrol,1.0,10497.0
 C Class,2018.0,Automatic,11626.0,33,2.143,25748.0
 Q5,2016.0,Automatic,22682.0,Petrol,2.0,24000.0
 A4,2019.0,Manual,1948.0,Petrol,2.0,22991.0
 C Class,2012.0,Automatic,60586.0,38,2.1,9124.0
 A1,2015.0,Automatic,37553.0,Petrol,1.4,11225.0
 A3,2019.0,Manual,5341.0,Diesel,2.0,21990.0
 Q3,2019.0,Manual,750.0,Diesel,2.0,29990.0
 Focus,2017.0,Automatic,15238.0,Petrol,1.0,12000.0
 A4,2019.0,Semi-Auto,4708.0,Diesel,2.0,28995.0
 Focus,2019.0,Manual,7865.0,Petrol,1.0,16999.0
 A4,2017.0,Semi-Auto,61008.0,Petrol,2.0,22495.0
 Focus,2018.0,Manual,12195.0,Petrol,2.0,19995.0
 A6,2016.0,Semi-Auto,29018.0,Diesel,2.0,18450.0
 A5,2019.0,Semi-Auto,50.0,Petrol,2.0,24498.0
 A3,2015.0,Manual,91567.0,Diesel,1.6,8000.0
 Focus,2013.0,Manual,57029.0,Petrol,1.0,6500.0
 Focus,2018.0,Manual,13445.0,Petrol,0.999,15990.0
 Q7,2016.0,Semi-Auto,57000.0,Diesel,3.0,29990.0
 Focus,2017.0,Manual,35735.0,Petrol,1.5,10979.0
 A5,2018.0,Semi-Auto,10312.0,Diesel,3.0,27995.0
 Q2,2018.0,Automatic,6734.0,Diesel,1.6,20500.0
 Q7,2016.0,Automatic,41348.0,Diesel,3.0,30500.0
 A4,2019.0,Manual,1900.0,Petrol,2.0,22991.0
 A3,2016.0,Manual,46860.0,Diesel,1.6,13250.0
 Q7,2019.0,Automatic,13178.0,Diesel,3.0,44500.0
 Q3,2017.0,Semi-Auto,26702.0,Petrol,1.4,19995.0
 A3,2017.0,Manual,43990.0,Petrol,1.0,14000.0
 Q7,2019.0,Automatic,4500.0,Diesel,3.0,50000.0
 Q2,2019.0,Automatic,4573.0,Petrol,1.5,23500.0
 Focus,2020.0,Manual,130.0,Petrol,1.0,19995.0
 Focus,2018.0,Manual,18569.0,Petrol,1.0,12795.0
 Focus,2019.0,Manual,4711.0,Petrol,1.5,20480.0
 A3,2014.0,Manual,25854.0,Petrol,1.2,9690.0
 Focus,2017.0,Manual,19510.0,26,2.0,17750.0
 C Class,2016.0,Automatic,21466.0,Diesel,2.1,20900.0
 C Class,2018.0,Automatic,6000.0,Diesel,2.1,22950.0
 C Class,2016.0,Semi-Auto,19500.0,Petrol,4.0,40999.0
 A4,2016.0,Semi-Auto,83984.0,Diesel,2.0,12000.0
 A5,2019.0,Semi-Auto,1476.0,Petrol,2.0,26990.0
 Focus,2018.0,Manual,21853.0,Diesel,1.5,14199.0
 C Class,2019.0,Automatic,5971.0,Diesel,2.0,29046.0
 Q2,2019.0,Manual,2445.0,Diesel,1.6,20850.0
 A1,2016.0,Manual,11892.0,Petrol,1.0,12995.0
 A5,2017.0,Semi-Auto,40000.0,Diesel,2.0,20000.0
 A6,2016.0,Semi-Auto,26157.0,Diesel,3.0,19998.0
 C Class,2019.0,Semi-Auto,1906.0,Petrol,1.5,29699.0
 Focus,2017.0,Manual,46249.0,Petrol,1.0,9200.0
 Focus,2019.0,Automatic,8201.0,Diesel,2.0,19000.0
 C Class,2018.0,Semi-Auto,11494.0,Petrol,1.5,22799.0
 Focus,2017.0,Manual,28036.0,Diesel,1.499,11999.0
 Focus,2019.0,Manual,1523.0,Petrol,1.0,18520.0
 A3,2018.0,Semi-Auto,30319.0,Petrol,1.5,19490.0
 A4,2019.0,Manual,1000.0,Petrol,2.0,24000.0
 A3,2018.0,Manual,14015.0,Petrol,2.0,18100.0
 C Class,2015.0,Manual,73770.0,31,2.143,10795.0
 A5,2019.0,Automatic,1585.0,Petrol,2.0,31990.0
 C Class,2018.0,Semi-Auto,22000.0,Diesel,2.0,23499.0
 Q3,2017.0,Manual,23994.0,Petrol,1.4,19600.0
 Focus,2017.0,Automatic,8543.0,Petrol,1.5,14998.0
 TT,2016.0,Manual,27097.0,Diesel,2.0,17000.0
 Q3,2019.0,Automatic,650.0,Diesel,2.0,35985.0
 Q2,2019.0,Semi-Auto,3624.0,Petrol,1.5,24990.0
 Q5,2015.0,Semi-Auto,32424.0,Diesel,2.0,19998.0
 Focus,2015.0,Manual,66825.0,16,1.5,7468.0
 C Class,2019.0,Semi-Auto,1000.0,Diesel,1.6,31779.0
 Focus,2019.0,Manual,4523.0,Petrol,1.0,16797.0
 A6,2017.0,Automatic,44250.0,Diesel,2.0,16500.0
 C Class,2019.0,Semi-Auto,13169.0,Petrol,1.5,25000.0
 Focus,2017.0,Manual,28189.0,Petrol,2.0,16500.0
 A4,2019.0,Automatic,8501.0,Diesel,2.0,25350.0
 A5,2014.0,Semi-Auto,43605.0,Petrol,3.0,16990.0
 Q2,2019.0,Manual,2933.0,Diesel,1.6,21032.0
 Focus,2017.0,Manual,18186.0,14,1.0,10695.0
 Focus,2019.0,Manual,11426.0,Petrol,1.0,14000.0
 Q2,2019.0,Automatic,6000.0,Petrol,1.5,28355.0
 Q5,2020.0,Semi-Auto,3000.0,Diesel,3.0,60000.0
 C Class,2016.0,Semi-Auto,24420.0,Petrol,2.0,25932.0
 C Class,2019.0,Semi-Auto,2616.0,Petrol,3.0,35499.0
 A5,2012.0,Manual,60000.0,Diesel,2.0,9475.0
 A4,2016.0,Manual,31182.0,Petrol,1.4,12499.0
 A3,2019.0,Semi-Auto,284.0,Petrol,2.0,31400.0
 A3,2017.0,Manual,13490.0,Petrol,1.5,18998.0
 Q3,2016.0,Automatic,23855.0,Petrol,1.4,16449.0
 A4,2019.0,Automatic,4214.0,Diesel,2.0,26750.0
 Focus,2019.0,Manual,14608.0,Petrol,1.0,18030.0
 C Class,2017.0,Automatic,21980.0,Diesel,2.1,21491.0
 Focus,2019.0,Automatic,6435.0,Diesel,2.0,18420.0
 Q3,2017.0,Manual,18998.0,Petrol,1.4,17995.0
 Q5,2015.0,Semi-Auto,38421.0,Diesel,2.0,22485.0
 A3,2019.0,Semi-Auto,5789.0,Diesel,1.6,20250.0
 A5,2018.0,Semi-Auto,29683.0,Petrol,3.0,28471.0
 C Class,2016.0,Automatic,66077.0,Hybrid,1.991,15999.0
 C Class,2016.0,Automatic,38154.0,Hybrid,2.1,19599.0
 Focus,2015.0,Manual,45596.0,11,0.999,7199.0
 Focus,2019.0,Manual,13347.0,Petrol,1.0,14990.0
 Focus,2018.0,Manual,13255.0,Petrol,0.999,12300.0
 A6,2019.0,Automatic,4553.0,Diesel,2.0,30850.0
 A1,2016.0,Manual,32867.0,Petrol,1.0,11495.0
 C Class,2015.0,Automatic,29517.0,Petrol,2.0,16946.0
 A3,2017.0,Manual,24000.0,Petrol,2.0,17888.0
 Q2,2020.0,Manual,2000.0,Petrol,1.5,26995.0
 Q3,2016.0,Semi-Auto,27425.0,Petrol,2.0,21000.0
 C Class,2016.0,Automatic,18865.0,38,2.1,23920.0
 Focus,2016.0,Manual,19785.0,Petrol,1.0,10000.0
 A4,2011.0,Automatic,56000.0,Diesel,3.0,9440.0
 C Class,2014.0,Automatic,20047.0,31,2.0,15399.0
 Q5,2019.0,Semi-Auto,7601.0,Diesel,2.0,31490.0
 A8,2018.0,Semi-Auto,6588.0,Diesel,3.0,38995.0
 C Class,2019.0,Automatic,7275.0,Diesel,2.0,29450.0
 A4,2016.0,Manual,20885.0,Diesel,2.0,17998.0
 C Class,2019.0,Semi-Auto,7610.0,Diesel,2.0,29500.0
 A5,2019.0,Semi-Auto,8000.0,Diesel,2.0,26000.0
 A5,2015.0,Manual,46637.0,Diesel,2.0,16498.0
 A7,2019.0,Semi-Auto,20.0,Diesel,2.0,39950.0
 A4,2019.0,Automatic,8619.0,Diesel,2.0,25450.0
 Q3,2016.0,Semi-Auto,28987.0,Petrol,2.0,21950.0
 A3,2019.0,Semi-Auto,3942.0,Petrol,2.0,32990.0
 C Class,2016.0,Automatic,28000.0,Diesel,2.143,16000.0
 Focus,2016.0,Manual,72085.0,26,2.0,11500.0
 A1,2014.0,Manual,24764.0,Diesel,1.6,11995.0
 Focus,2019.0,Manual,10045.0,Petrol,1.0,16500.0
 C Class,2019.0,Semi-Auto,11130.0,Petrol,3.0,40649.0
 Focus,2017.0,Manual,17423.0,Petrol,1.0,11490.0
 RS3,2016.0,Automatic,36123.0,Petrol,2.5,33000.0
 Focus,2017.0,Manual,26864.0,Diesel,1.5,11000.0
 Focus,2019.0,Automatic,7262.0,Diesel,1.5,17000.0
 C Class,2018.0,Automatic,18834.0,Petrol,1.991,23600.0
 A1,2017.0,Manual,15811.0,Petrol,1.4,13000.0
 C Class,2016.0,Automatic,58070.0,Diesel,2.143,14700.0
 Q3,2015.0,Semi-Auto,18776.0,Diesel,2.0,16490.0
 Focus,2018.0,Manual,19359.0,11,1.0,11698.0
 A6,2016.0,Semi-Auto,57173.0,Diesel,2.0,15495.0
 Focus,2015.0,Manual,23742.0,16,1.5,10295.0
 A4,2014.0,Manual,42892.0,Diesel,2.0,11499.0
 C Class,2020.0,Semi-Auto,16.0,Diesel,2.0,32480.0
 Q2,2018.0,Semi-Auto,5485.0,Diesel,2.0,21755.0
 A3,2016.0,Semi-Auto,30270.0,Petrol,1.4,18492.0
 RS6,2017.0,Semi-Auto,34926.0,Petrol,4.0,57995.0
 Q3,2017.0,Automatic,56885.0,Diesel,2.0,18950.0
 Focus,2017.0,Manual,50857.0,Diesel,1.5,9495.0
 Focus,2016.0,Manual,23306.0,Diesel,1.5,9299.0
 Q2,2020.0,Automatic,10.0,Petrol,2.0,34990.0
 Focus,2015.0,Manual,47219.0,Diesel,1.5,8498.0
 Focus,2018.0,Manual,5087.0,Petrol,2.0,18800.0
 Q3,2018.0,Semi-Auto,22625.0,Petrol,2.0,27175.0
 C Class,2016.0,Automatic,27574.0,37,2.143,19000.0
 A4,2019.0,Automatic,4601.0,Diesel,2.0,24250.0
 C Class,2016.0,Automatic,19805.0,32,2.1,20995.0
 C Class,2015.0,Automatic,24352.0,31,2.1,18199.0
 C Class,2015.0,Automatic,34955.0,32,2.1,17295.0
 Focus,2016.0,Automatic,25259.0,12,1.0,10700.0
 Q3,2018.0,Manual,20000.0,Petrol,1.4,21500.0
 Q5,2016.0,Automatic,13000.0,Diesel,3.0,30000.0
 Focus,2018.0,Manual,10585.0,Petrol,0.999,14295.0
 C Class,2019.0,Automatic,544.0,Petrol,4.0,67699.0
 Q7,2019.0,Automatic,5000.0,Diesel,3.0,66000.0
 A1,2019.0,Semi-Auto,5024.0,Petrol,1.0,21750.0
 Focus,2019.0,Manual,5372.0,Diesel,1.5,15780.0
 A4,2016.0,Manual,41279.0,Diesel,2.0,13995.0
 C Class,2016.0,Semi-Auto,23077.0,37,2.1,18449.0
 C Class,2019.0,Semi-Auto,4680.0,Petrol,1.5,26789.0
 Focus,2020.0,Automatic,30.0,Diesel,1.5,23999.0
 Q5,2018.0,Automatic,14504.0,Petrol,3.0,36400.0
 Focus,2018.0,Manual,11139.0,Petrol,1.0,13495.0
 A3,2017.0,Manual,74501.0,Diesel,1.6,10498.0
 A4,2018.0,Semi-Auto,10223.0,Petrol,3.0,27390.0
 A1,2017.0,Manual,26517.0,Diesel,1.6,12250.0
 A5,2019.0,Semi-Auto,5000.0,Petrol,2.0,37995.0
 Q5,2019.0,Automatic,1000.0,Diesel,2.0,34000.0
 C Class,2016.0,Manual,23216.0,25,1.6,16200.0
 Focus,2016.0,Manual,61087.0,Diesel,1.5,8500.0
 A4,2017.0,Semi-Auto,3000.0,Petrol,1.4,21990.0
 C Class,2017.0,Semi-Auto,12000.0,Diesel,2.1,23749.0
 Focus,2014.0,Manual,28100.0,14,1.0,7495.0
 Focus,2017.0,Manual,38571.0,26,2.0,15800.0
 A3,2018.0,Automatic,10010.0,Petrol,1.5,20500.0
 Q3,2017.0,Semi-Auto,22796.0,Petrol,2.0,22945.0
 Focus,2019.0,Automatic,7426.0,Petrol,1.0,17300.0
 Focus,2017.0,Manual,19530.0,11,1.0,10499.0
 A3,2016.0,Semi-Auto,37709.0,Petrol,2.0,23232.0
 Q3,2017.0,Semi-Auto,27136.0,Petrol,2.0,23995.0
 A6,2019.0,Automatic,3918.0,Diesel,2.0,29990.0
 Q3,2019.0,Manual,8445.0,Diesel,2.0,25444.0
 A3,2019.0,Automatic,411.0,Petrol,2.0,32500.0
 A4,2013.0,Manual,31169.0,Petrol,1.8,10498.0
 Focus,2014.0,Manual,68650.0,13,1.6,6998.0
 A3,2015.0,Manual,112380.0,Diesel,1.6,7000.0
 Focus,2018.0,Manual,14350.0,14,1.0,12699.0
 A1,2019.0,Semi-Auto,6009.0,Petrol,2.0,22165.0
 Focus,2017.0,Manual,25887.0,Diesel,1.5,11395.0
 Q7,2016.0,Automatic,38654.0,Diesel,3.0,29985.0
 A1,2013.0,Manual,48000.0,Petrol,1.4,9995.0
 Q5,2017.0,Manual,29887.0,Diesel,2.0,19690.0
 Q5,2016.0,Semi-Auto,28797.0,Diesel,3.0,29470.0
 Q7,2019.0,Semi-Auto,7077.0,Diesel,4.0,67900.0
 A4,2019.0,Manual,6026.0,Petrol,2.0,20500.0
 C Class,2019.0,Semi-Auto,13044.0,Diesel,2.0,25699.0
 A1,2016.0,Manual,36843.0,Diesel,1.6,10020.0
 C Class,2016.0,Manual,58858.0,25,1.6,13391.0
 C Class,2019.0,Semi-Auto,7109.0,Diesel,1.6,27780.0
 A4,2014.0,Manual,56180.0,Diesel,2.0,9899.0
 Focus,2019.0,Manual,5641.0,Petrol,1.0,17170.0
 Focus,2019.0,Manual,12700.0,Petrol,1.0,16995.0
 A4,2019.0,Automatic,11001.0,Diesel,2.0,25900.0
 A4,2020.0,Automatic,6500.0,Petrol,2.0,27750.0
 A3,2015.0,Semi-Auto,24120.0,Diesel,1.6,15998.0
 A3,2016.0,Manual,46516.0,Diesel,2.0,10500.0
 Focus,2019.0,Manual,11427.0,Petrol,1.0,14610.0
 Q3,2017.0,Semi-Auto,28988.0,Petrol,1.4,21995.0
 Focus,2015.0,Manual,41000.0,14,0.999,8299.0
 A4,2019.0,Automatic,3440.0,Diesel,3.0,42950.0
 C Class,2017.0,Semi-Auto,26281.0,25,1.6,16998.0
 A3,2017.0,Semi-Auto,19735.0,Petrol,1.4,18995.0
 Q5,2019.0,Semi-Auto,4511.0,Diesel,2.0,36990.0
 Focus,2019.0,Manual,3000.0,Diesel,1.5,19500.0
 C Class,2019.0,Semi-Auto,2230.0,Diesel,2.0,30299.0
 Focus,2016.0,Automatic,61630.0,Diesel,1.498,8000.0
 C Class,2017.0,Semi-Auto,26866.0,Diesel,2.1,18998.0
 Focus,2019.0,Automatic,12198.0,Diesel,1.5,19340.0
 Focus,2017.0,Manual,15267.0,Petrol,1.0,10450.0
 Focus,2018.0,Manual,6501.0,Diesel,1.5,14295.0
 A1,2015.0,Manual,29119.0,Petrol,1.4,11000.0
 Focus,2008.0,Manual,121000.0,16,1.798,1699.0
 A3,2016.0,Semi-Auto,58398.0,Diesel,1.6,11695.0
 C Class,2019.0,Automatic,6542.0,Diesel,2.0,29990.0
 Focus,2019.0,Automatic,3655.0,Diesel,2.0,21420.0
 C Class,2017.0,Automatic,23378.0,38,2.1,23056.0
 A4,2018.0,Semi-Auto,10.0,Petrol,1.4,19485.0
 A1,2016.0,Manual,13961.0,Petrol,1.4,14995.0
 Focus,2017.0,Manual,32746.0,Diesel,1.5,11750.0
 Q5,2009.0,Automatic,95000.0,Diesel,3.0,8995.0
 Q3,2019.0,Semi-Auto,6100.0,Petrol,2.0,31950.0
 C Class,2017.0,Semi-Auto,46889.0,39,2.0,19498.0
 C Class,2014.0,Automatic,48100.0,35,1.6,10990.0
 Focus,2015.0,Manual,32000.0,15,0.998,9200.0
 A4,2017.0,Manual,41830.0,Diesel,2.0,15950.0
 Focus,2016.0,Manual,56000.0,Diesel,1.499,6990.0
 Q7,2016.0,Semi-Auto,46600.0,Diesel,4.0,47995.0
 Focus,2019.0,Manual,6000.0,Diesel,1.5,19300.0
 Focus,2018.0,Manual,18660.0,24,2.0,18060.0
 C Class,2016.0,Semi-Auto,25726.0,32,2.1,20890.0
 Focus,2017.1490190205182,Manual,11656.0,Petrol,1.0,16495.0
 Q5,2019.0,Semi-Auto,12413.0,Diesel,2.0,31995.0
 Q5,2016.0,Automatic,29808.0,Diesel,2.0,19975.0
 Focus,2017.1490190205182,Manual,23459.0,Petrol,1.0,9831.0
 A3,2015.0,Manual,68446.0,Diesel,1.6,8199.0
 Q3,2020.0,Manual,3962.0,Diesel,2.0,27690.0
 Focus,2012.0,Manual,76000.0,14,0.999,5000.0
 A3,2015.0,Manual,27434.0,Diesel,2.0,10280.0
 C Class,2019.0,Semi-Auto,12300.0,Petrol,1.5,25599.0
 Q3,2015.0,Manual,89330.0,Diesel,2.0,10999.0
 Q5,2018.0,Semi-Auto,15076.0,Diesel,2.0,27995.0
 Focus,2017.0,Manual,17434.0,Petrol,2.0,19910.0
 Focus,2019.0,Manual,3498.0,Diesel,2.0,26698.0
 Focus,2018.0,Manual,16952.0,26,2.0,18700.0
 Q3,2019.0,Manual,5000.0,Petrol,1.5,26495.0
 Focus,2019.0,Manual,15538.0,Petrol,1.0,15498.0
 C Class,2019.0,Semi-Auto,12437.0,Petrol,1.5,24899.0
 A3,2017.0,Manual,16668.0,Diesel,1.6,18995.0
 Q3,2016.0,Manual,27214.0,Diesel,2.0,17399.0
 A4,2017.0,Manual,40583.0,Petrol,1.4,14650.0
 A3,2005.0,Manual,104000.0,Petrol,2.0,1975.0
 A5,2020.0,Semi-Auto,1959.0,Diesel,2.0,30299.0
 C Class,2019.0,Automatic,4811.0,Diesel,2.0,38991.0
 Q3,2019.0,Automatic,5364.0,Petrol,1.5,28396.0
 C Class,2019.0,Semi-Auto,6936.0,Petrol,2.0,29500.0
 Q3,2019.0,Semi-Auto,5000.0,Diesel,2.0,32990.0
 A4,2017.0,Semi-Auto,25145.0,Petrol,2.0,21781.0
 Focus,2018.0,Manual,4657.0,Petrol,1.0,11899.0
 A5,2014.0,Automatic,40000.0,Petrol,3.0,17999.0
 C Class,2017.0,Semi-Auto,27959.0,Petrol,2.0,19750.0
 A6,2016.0,Manual,47796.0,Diesel,2.0,16744.0
 Focus,2019.0,Manual,4651.0,Petrol,1.0,16450.0
 C Class,2017.0,Semi-Auto,16419.0,Diesel,2.1,19480.0
 Focus,2019.0,Manual,1625.0,Petrol,0.999,14300.0
 C Class,2020.0,Automatic,500.0,Diesel,2.0,31980.0
 Focus,2016.0,Manual,52821.0,Diesel,1.5,8497.0
 Q5,2016.0,Automatic,33785.0,Diesel,2.0,20700.0
 Focus,2019.0,Manual,5308.0,Petrol,1.0,15310.0
 Focus,2015.0,Manual,13391.0,11,1.0,9698.0
 C Class,2014.0,Automatic,48000.0,46,2.143,11290.0
 A4,2019.0,Semi-Auto,7000.0,Petrol,2.0,25995.0
 Focus,2018.0,Manual,36461.0,Diesel,1.5,11491.0
 Q7,2020.0,Semi-Auto,5000.0,Diesel,4.0,89990.0
 Q2,2019.0,Manual,804.0,Petrol,1.0,19250.0
 Focus,2019.0,Manual,7285.0,Petrol,1.5,18000.0
 Focus,2007.0,Manual,68000.0,34,2.521,6995.0
 Q2,2019.0,Manual,1000.0,Diesel,1.6,25500.0
 A1,2017.0,Manual,30813.0,Petrol,1.0,10998.0
 C Class,2019.0,Automatic,2430.0,Diesel,2.0,41491.0
 C Class,2016.0,Automatic,20005.0,Diesel,2.1,17950.0
 Focus,2019.0,Manual,2905.0,Petrol,1.0,17390.0
 Q3,2016.0,Semi-Auto,21410.0,Diesel,2.0,19000.0
 Q5,2015.0,Semi-Auto,66959.0,Diesel,3.0,21500.0
 Focus,2019.0,Manual,15305.0,Diesel,2.0,16798.0
 Focus,2018.0,Manual,15012.0,Petrol,1.0,13498.0
 Focus,2018.0,Manual,7570.0,Petrol,1.0,13990.0
 A6,2014.0,Automatic,56292.0,Diesel,2.0,13794.0
 Focus,2019.0,Manual,1073.0,Petrol,1.5,20275.0
 Q3,2019.0,Automatic,5689.0,Petrol,2.0,30000.0
 C Class,2019.0,Semi-Auto,9728.0,Petrol,1.5,25349.0
 A3,2014.0,Manual,22800.0,Petrol,1.4,13995.0
 Q3,2019.0,Manual,4750.0,Petrol,1.5,25750.0
 A1,2016.0,Manual,56875.0,Petrol,1.4,9496.0
 Focus,2016.0,Manual,69312.0,Diesel,1.5,7998.0
 A5,2019.0,Semi-Auto,4750.0,Petrol,2.0,26450.0
 A3,2016.0,Semi-Auto,48782.0,Diesel,1.6,13005.0
 A4,2016.0,Automatic,46616.0,Diesel,2.0,15999.0
 A3,2019.0,Semi-Auto,3243.0,Petrol,2.0,33995.0
 Focus,2017.0,Automatic,15238.0,Petrol,1.0,12000.0
 A4,2015.0,Manual,77808.0,Diesel,2.0,11299.0
 Q3,2015.0,Automatic,19563.0,Diesel,2.0,19700.0
 Focus,2018.0,Manual,17431.0,Petrol,1.0,11999.0
 Q2,2019.0,Manual,5999.0,Diesel,1.6,21172.0
 C Class,2019.0,Semi-Auto,12999.0,Diesel,2.0,24998.0
 A5,2019.0,Manual,3000.0,Petrol,2.0,29745.0
 C Class,2019.0,Semi-Auto,6877.0,Diesel,2.1,24490.0
 Focus,2019.0,Manual,1494.0,Petrol,2.3,28580.0
 C Class,2017.0,Semi-Auto,32376.0,Petrol,4.0,33322.0
 A3,2013.0,Manual,59451.0,Diesel,2.0,11995.0
 C Class,2017.0,Semi-Auto,19758.0,33,2.0,23649.0
 Focus,2017.0,Manual,10960.0,Petrol,2.0,18500.0
 A4,2017.0,Manual,17909.0,Diesel,2.0,16992.0
 Focus,2016.0,Manual,63664.0,Diesel,1.5,7798.0
 A3,2016.0,Manual,58161.0,Petrol,1.4,12900.0
 A4,2016.0,Semi-Auto,56615.0,Diesel,2.0,13995.0
 Q3,2013.0,Manual,65542.0,Diesel,2.0,10950.0
 Focus,2018.0,Manual,13892.0,Diesel,1.5,13220.0
 C Class,2016.0,Automatic,25178.0,38,2.1,22765.0
 C Class,2019.0,Semi-Auto,14232.0,Petrol,1.5,26176.0
 A5,2019.0,Manual,9250.0,Diesel,2.0,24491.0
 Q7,2018.0,Semi-Auto,31362.0,Diesel,4.0,64842.0
 C Class,2018.0,Semi-Auto,25111.0,33,2.0,23781.0
 Q3,2016.0,Semi-Auto,12589.0,Petrol,1.4,18498.0
 Q5,2018.0,Semi-Auto,20300.0,Petrol,3.0,38900.0
 C Class,2018.0,Automatic,22672.0,32,1.991,18500.0
 A5,2017.0,Semi-Auto,41748.0,Diesel,2.0,20750.0
 Focus,2017.0,Automatic,21507.0,Petrol,1.5,12949.0
 A8,2014.0,Automatic,48399.0,Diesel,3.0,17790.0
 A3,2019.0,Manual,6550.0,Diesel,1.6,22005.0
 Focus,2015.0,Manual,61491.0,14,1.0,7899.0
 Focus,2017.0,Manual,26488.0,Diesel,1.499,10000.0
 Focus,2017.0,Manual,24550.0,26,2.0,17475.0
 Q5,2018.0,Semi-Auto,15387.0,Petrol,3.0,38995.0
 C Class,2019.0,Semi-Auto,5745.0,Petrol,2.0,26995.0
 A3,2016.0,Manual,39537.0,Diesel,2.0,16435.0
 Q7,2016.0,Semi-Auto,55039.0,Diesel,3.0,27990.0
 C Class,2014.0,Semi-Auto,79216.0,30,2.1,10290.0
 A4,2017.0,Semi-Auto,13632.0,Petrol,1.4,19490.0
 A4,2015.0,Semi-Auto,35670.0,Diesel,2.0,13995.0
 A3,2017.0,Automatic,1928.0,Petrol,1.0,17290.0
 A4,2019.0,Automatic,3258.0,Diesel,2.0,25400.0
 A4,2019.0,Semi-Auto,4023.0,Diesel,2.0,22990.0
 Q7,2019.0,Semi-Auto,14687.0,Diesel,3.0,45450.0
 C Class,2019.0,Automatic,1250.0,Petrol,2.0,35000.0
 A3,2016.0,Manual,18617.0,Petrol,1.0,13000.0
 Q5,2019.0,Semi-Auto,15.0,Petrol,2.0,35698.0
 C Class,2019.0,Semi-Auto,7937.0,Petrol,1.5,24498.0
 A1,2016.0,Manual,37874.0,Petrol,1.4,12300.0
 Focus,2018.0,Manual,14298.0,Petrol,0.999,15495.0
 C Class,2007.0,Automatic,99000.0,32,2.497,3790.0
 C Class,2016.0,Semi-Auto,15000.0,Diesel,2.1,20399.0
 Q5,2019.0,Semi-Auto,5000.0,Diesel,2.0,46999.0
 Focus,2017.0,Manual,16222.0,26,2.0,16399.0
 A3,2015.0,Manual,37238.0,Diesel,1.6,11490.0
 Focus,2005.0,Automatic,87908.0,10,1.596,2495.0
 C Class,2020.0,Semi-Auto,4999.0,Petrol,3.0,41999.0
 Focus,2018.0,Manual,10727.0,Petrol,1.0,12995.0
 Focus,2015.0,Manual,72160.0,14,0.998,6990.0
 Q5,2019.0,Semi-Auto,5940.0,Diesel,2.0,33290.0
 C Class,2017.0,Automatic,30525.0,Petrol,2.0,25172.0
 Focus,2019.0,Automatic,4855.0,Diesel,2.0,22000.0
 C Class,2016.0,Automatic,21606.0,Diesel,2.143,15900.0
 Focus,2019.0,Manual,15272.0,Petrol,1.0,16425.0
 Q7,2016.0,Automatic,33747.0,Diesel,3.0,30996.0
 A3,2016.0,Manual,41298.0,Petrol,1.4,13800.0
 A6,2019.0,Semi-Auto,506.0,Diesel,3.0,48000.0
 A1,2020.0,Semi-Auto,3515.0,Petrol,1.5,22970.0
 Q3,2015.0,Manual,78962.0,Diesel,2.0,12750.0
 A5,2016.0,Automatic,41100.0,Diesel,2.0,15995.0
 A3,2019.0,Automatic,5000.0,Diesel,1.6,22190.0
 Focus,2018.0,Manual,11356.0,11,0.999,12491.0
 A7,2017.0,Semi-Auto,38519.0,Diesel,3.0,24500.0
 Focus,2018.0,Manual,12702.0,Petrol,1.0,16000.0
 Focus,2018.0,Manual,27291.0,Diesel,1.5,11490.0
 Q5,2019.0,Semi-Auto,4327.0,Diesel,2.0,33990.0
 Q2,2019.0,Manual,3017.0,Diesel,1.6,24440.0
